epoch,loss,mse_u,mse_s,penalty
216,0.0004047010443173349,0.0002989602508023381,0.00010035865852842107,5.382134077080991e-06
217,0.0004020511987619102,0.00029683837783522904,9.973219130188227e-05,5.480637355503859e-06
218,0.00039943857700563967,0.0002947427856270224,9.911650704452768e-05,5.5792943385313265e-06
219,0.0003968629171140492,0.00029267356148920953,9.851125651039183e-05,5.678090928995516e-06
220,0.00039432322955690324,0.0002906299487221986,9.791625052457675e-05,5.777011665486498e-06
221,0.00039181907777674496,0.00028861165628768504,9.733137994771823e-05,5.876042905583745e-06
222,0.00038934979238547385,0.00028661833493970335,9.675628825789317e-05,5.975172371108783e-06
223,0.00038691473309881985,0.0002846495190169662,9.619084448786452e-05,6.074385964893736e-06
224,0.0003845133469440043,0.0002827048010658473,9.563486673869193e-05,6.1736718635074794e-06
225,0.0003821453428827226,0.0002807841810863465,9.508815128356218e-05,6.273019153013593e-06
226,0.0003798098478000611,0.0002788869314827025,9.455047984374687e-05,6.372416464728303e-06
227,0.00037750598858110607,0.000277012528385967,9.40216050366871e-05,6.47185288471519e-06
228,0.0003752343181986362,0.00027516137924976647,9.350162144983187e-05,6.571318863279885e-06
229,0.0003729933232534677,0.00027333234902471304,9.299017256125808e-05,6.670804850728018e-06
230,0.00037078288733027875,0.00027152555412612855,9.248703281627968e-05,6.770300842617871e-06
231,0.0003686024865601212,0.00026974049978889525,9.199216583510861e-05,6.86979956299183e-06
232,0.00036645139334723353,0.0002679768076632172,9.150529513135552e-05,6.969290097913472e-06
233,0.0003643295494839549,0.0002662345068529248,9.102626790991053e-05,7.068765171425184e-06
234,0.0003622362273745239,0.00026451298617757857,9.05550186871551e-05,7.1682161433272995e-06
235,0.0003601711359806359,0.00026281210011802614,9.009140921989456e-05,7.267637556651607e-06
236,0.0003581336059141904,0.00026113129570148885,8.96352794370614e-05,7.367017587966984e-06
237,0.00035612343344837427,0.00025947060203179717,8.918647654354572e-05,7.466351235052571e-06
238,0.00035413980367593467,0.0002578295534476638,8.874462218955159e-05,7.5656316766981035e-06
239,0.0003521830076351762,0.00025620803353376687,8.831013838062063e-05,7.66485209169332e-06
240,0.00035025199758820236,0.0002546055766288191,8.788242121227086e-05,7.764004294585902e-06
241,0.00034834674443118274,0.0002530221827328205,8.746146340854466e-05,7.863084647397045e-06
242,0.00034646663698367774,0.0002514572406653315,8.704730862518772e-05,7.962085874169134e-06
243,0.00034461109316907823,0.000249910430284217,8.663965127198026e-05,8.06100433692336e-06
244,0.0003427800547797233,0.000248381809797138,8.62384113133885e-05,8.159833669196814e-06
245,0.00034097323077730834,0.00024687114637345076,8.584353054175153e-05,8.258570233010687e-06
246,0.00033918992266990244,0.00024537782883271575,8.545489981770515e-05,8.357207661902066e-06
247,0.00033743001404218376,0.0002439019299345091,8.507232996635139e-05,8.455741408397444e-06
248,0.00033569344668649137,0.00024244330415967852,8.469598833471537e-05,8.554168744012713e-06
249,0.00033397911465726793,0.00024100119480863214,8.432543108938262e-05,8.652482392790262e-06
250,0.0003322875127196312,0.00023957608209457248,8.396074554184452e-05,8.750681445235386e-06
251,0.00033061750582419336,0.00023816688917577267,8.360185893252492e-05,8.848760444379877e-06
252,0.00032896935590542853,0.00023677408171352,8.324856025865301e-05,8.946715752244927e-06
253,0.0003273425390943885,0.0002353972668061033,8.29007476568222e-05,9.04454464034643e-06
254,0.00032573696807958186,0.00023403622617479414,8.255851571448147e-05,9.142242561210878e-06
255,0.0003241516533307731,0.0002326903777429834,8.222148608183488e-05,9.239806786354166e-06
256,0.0003225872351322323,0.0002313600416528061,8.188997162505984e-05,9.337234587292187e-06
257,0.00032104295678436756,0.00023004472313914448,8.15636885818094e-05,9.434520507056732e-06
258,0.000319518381729722,0.0002287443057866767,8.12424041214399e-05,9.5316645456478e-06
259,0.0003180134226568043,0.00022745865862816572,8.092612551990896e-05,9.628662155591883e-06
260,0.00031652781763114035,0.0002261874033138156,8.06149109848775e-05,9.725510608404875e-06
261,0.0003150612174067646,0.00022493051073979586,8.030847675399855e-05,9.822209904086776e-06
262,0.00031361362198367715,0.00022368784993886948,8.000701200217009e-05,9.918752766679972e-06
263,0.00031218433286994696,0.00022245912987273186,7.97100510681048e-05,1.0015141015173867e-05
264,0.0003107734373770654,0.00022124405950307846,7.941800868138671e-05,1.0111371011589654e-05
265,0.0003093804989475757,0.0002200426097260788,7.913044828455895e-05,1.0207440027443226e-05
266,0.00030800531385466456,0.00021885450405534357,7.884746446507052e-05,1.0303343515261076e-05
267,0.0003066477947868407,0.0002176797279389575,7.856896991143003e-05,1.0399082384537905e-05
268,0.00030530765070579946,0.00021651822316925973,7.829475362086669e-05,1.0494652997294907e-05
269,0.00030398424132727087,0.00021536934946198016,7.802486652508378e-05,1.0590053534542676e-05
270,0.00030267826514318585,0.00021423357247840613,7.775938138365746e-05,1.0685283086786512e-05
271,0.000301388674415648,0.0002131103683495894,7.749794895062223e-05,1.0780335287563503e-05
272,0.00030011552735231817,0.00021199947514105588,7.724084571236745e-05,1.087521104636835e-05
273,0.0002988584747072309,0.0002109008637489751,7.698771514697e-05,1.0969910363201052e-05
274,0.000297617691103369,0.00020981467969249934,7.673858635826036e-05,1.10644277810934e-05
275,0.0002963926235679537,0.00020874031179118901,7.64935466577299e-05,1.1158763300045393e-05
276,0.00029518301016651094,0.00020767783280462027,7.625226135132834e-05,1.1252914191572927e-05
277,0.00029398882179521024,0.00020662702445406467,7.601491233799607e-05,1.1346878636686597e-05
278,0.0002928099420387298,0.00020558794494718313,7.578133954666555e-05,1.1440655725891702e-05
279,0.0002916462253779173,0.00020456023048609495,7.555173942819238e-05,1.1534243640198838e-05
280,0.000290497177047655,0.00020354380831122398,7.5325726356823e-05,1.1627638741629198e-05
281,0.0002893628552556038,0.00020253863476682454,7.510338036809117e-05,1.172084012068808e-05
282,0.0002882428525481373,0.00020154437515884638,7.488463597837836e-05,1.1813846867880784e-05
283,0.00028713737265206873,0.00020056100038345903,7.466969691449776e-05,1.1906658983207308e-05
284,0.00028604594990611076,0.00019958859775215387,7.445806113537401e-05,1.1999269190710038e-05
285,0.00028496855520643294,0.00019862687622662634,7.42499905754812e-05,1.2091682037862483e-05
286,0.00028390492661856115,0.00019767555932048708,7.404547795886174e-05,1.2183892067696434e-05
287,0.00028285474400036037,0.00019673439965117723,7.384443597402424e-05,1.2275901099201292e-05
288,0.0002818182110786438,0.0001958037755684927,7.364674092968926e-05,1.236770458490355e-05
289,0.00028079486219212413,0.0001948832650668919,7.34522909624502e-05,1.2459303434297908e-05
290,0.00027978475554846227,0.0001939729118021205,7.3261144279968e-05,1.2550694918900263e-05
291,0.00027878780383616686,0.00019307248294353485,7.307341729756445e-05,1.2641878129215911e-05
292,0.00027780322125181556,0.00019218161469325423,7.288877532118931e-05,1.2732853065244853e-05
293,0.00027683141524903476,0.00019130056898575276,7.270722562680021e-05,1.282361427001888e-05
294,0.00027587232762016356,0.00019042904023081064,7.252911746036261e-05,1.2914164472022094e-05
295,0.0002749257255345583,0.0001895671448437497,7.235408702399582e-05,1.3004498214286286e-05
296,0.0002739911724347621,0.0001887145481305197,7.218200335046276e-05,1.3094620044284966e-05
297,0.00027306846459396183,0.0001878709881566465,7.20129391993396e-05,1.3184524505049922e-05
298,0.00027215812588110566,0.0001870368723757565,7.184703281382099e-05,1.3274213415570557e-05
299,0.00027125957421958447,0.0001862118224380538,7.168405136326328e-05,1.3363684047362767e-05
300,0.00027037234394811094,0.00018539553275331855,7.152387115638703e-05,1.3452933671942446e-05
301,0.0002694966970011592,0.0001845880615292117,7.136668864404783e-05,1.3541963198804297e-05
302,0.0002686326624825597,0.00018378952518105507,7.121237285900861e-05,1.3630769899464212e-05
303,0.00026777965831570327,0.00018299945804756135,7.106084376573563e-05,1.3719355592911597e-05
304,0.0002669377136044204,0.00018221793288830668,7.091207953635603e-05,1.3807712093694136e-05
305,0.0002661068574525416,0.00018144478963222355,7.076620386214927e-05,1.3895846677769441e-05
306,0.00026528676971793175,0.00018068007193505764,7.0622940256726e-05,1.3983752978674602e-05
307,0.00026447739219293,0.00017992356151808053,7.04823833075352e-05,1.4071432815399021e-05
308,0.0002636787830851972,0.00017917536024469882,7.034451846266165e-05,1.4158883459458593e-05
309,0.0002628904767334461,0.0001784351043170318,7.020929479040205e-05,1.4246104001358617e-05
310,0.00026211253134533763,0.0001777029101504013,7.007653039181605e-05,1.4333092622109689e-05
311,0.0002613445685710758,0.00017697839939501137,6.994631985435262e-05,1.4419848412217107e-05
312,0.00026058685034513474,0.0001762619212968275,6.981855403864756e-05,1.4506369552691467e-05
313,0.00025983891100622714,0.00017555285012349486,6.969340756768361e-05,1.4592658772016875e-05
314,0.0002591009542811662,0.00017485152056906372,6.95706985425204e-05,1.4678708794235718e-05
315,0.00025837263092398643,0.0001741578453220427,6.945027416804805e-05,1.4764520528842695e-05
316,0.0002576537663117051,0.00017347153334412724,6.93321562721394e-05,1.4850095794827212e-05
317,0.0002569445059634745,0.00017279259918723255,6.921649037394673e-05,1.493543095421046e-05
318,0.0002562445297371596,0.00017212092643603683,6.910309457452968e-05,1.5020526916487142e-05
319,0.0002555537212174386,0.00017145631136372685,6.899203435750678e-05,1.5105378224689048e-05
320,0.00025487205130048096,0.00017079897224903107,6.8883084168192e-05,1.5189988516794983e-05
321,0.0002541994326747954,0.0001701486762613058,6.877638952573761e-05,1.5274354154826142e-05
